@relation CleanedNumData-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute sex {F,M}
@attribute age numeric
@attribute address {U,R}
@attribute famsize {GT3,LE3}
@attribute Pstatus {A,T}
@attribute Medu {college,elementary,'high school','junior high',none}
@attribute Fedu {college,elementary,'junior high','high school',none}
@attribute traveltime {'15 to 30 min','<15 min','30 min to 1 hr','>1 hour'}
@attribute studytime {'2 to 5 hours','5 to 10 hours','<2 hours','10 hours'}
@attribute failures numeric
@attribute schoolsup {yes,no}
@attribute famsup {no,yes}
@attribute paid {no,yes}
@attribute activities {no,yes}
@attribute higher {yes,no}
@attribute internet {no,yes}
@attribute romantic {no,yes}
@attribute famrel {good,excellent,average,'very bad',bad}
@attribute freetime {average,low,high,'very low','very high'}
@attribute goout {high,average,low,'very low','very high'}
@attribute Dalc {'very low',low,'very high',average,high}
@attribute Walc {'very low',average,low,high,'very high'}
@attribute health {average,'very good','very bad',bad,good}
@attribute absences numeric
@attribute G numeric

@data
F,17,U,GT3,T,'junior high','high school','15 to 30 min','<2 hours',0,no,yes,yes,no,yes,no,no,average,average,average,'very low',high,average,3,7
F,17,U,GT3,T,'junior high',college,'15 to 30 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,yes,good,average,average,'very low','very low','very bad',2,10
F,17,R,LE3,T,'junior high','junior high','<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,no,average,average,low,low,low,average,3,11
F,16,R,GT3,T,'high school','high school','<15 min','5 to 10 hours',1,yes,yes,no,yes,yes,yes,no,good,'very low',low,'very low','very low',bad,0,10
M,15,U,GT3,T,college,'junior high','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,no,no,good,average,average,low,low,'very good',2,15
M,15,R,GT3,T,'junior high','high school','<15 min','2 to 5 hours',0,yes,no,yes,yes,yes,no,no,good,high,high,'very low','very low','very bad',2,8
F,17,U,GT3,T,college,college,'15 to 30 min','5 to 10 hours',0,no,yes,yes,no,yes,yes,yes,good,average,average,'very low',low,good,4,14
M,16,U,GT3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,no,no,no,no,yes,no,good,average,'very high',low,high,good,4,10
F,16,U,GT3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,excellent,'very low','very high','very low','very low',good,0,7
M,16,U,GT3,T,elementary,none,'15 to 30 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,yes,good,average,low,'very low','very low',average,2,15
M,18,U,GT3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,average,average,average,'very high','very high',good,0,13
F,16,U,GT3,T,college,'high school','<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,average,'very high','very low','very high',bad,2,16
F,17,U,GT3,T,'high school','junior high','<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,excellent,average,high,'very low',average,average,10,15
F,15,U,GT3,T,'high school','junior high','15 to 30 min','2 to 5 hours',0,yes,yes,yes,no,yes,yes,no,good,average,'very high','very low','very low',bad,26,6
F,17,U,LE3,T,'high school','high school','<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,yes,excellent,average,average,low,average,'very bad',56,9
M,17,R,GT3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,good,'very high',low,'very low','very low','very bad',4,11
M,16,R,LE3,T,'high school','high school','30 min to 1 hr','<2 hours',0,no,yes,yes,yes,yes,yes,no,average,average,high,average,'very high',average,8,9
M,16,U,LE3,T,college,'high school','<15 min','<2 hours',0,no,no,yes,yes,yes,yes,no,average,'very low',average,'very low',average,'very good',4,10
F,15,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,no,good,low,low,'very low','very low','very good',2,11
F,19,U,GT3,T,elementary,elementary,'<15 min','5 to 10 hours',2,no,no,no,no,yes,yes,yes,good,'very low',low,'very low','very low',average,14,13
F,18,R,LE3,T,college,college,'15 to 30 min','5 to 10 hours',0,no,no,no,no,yes,yes,no,excellent,high,high,'very low','very low','very bad',0,18
M,16,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,yes,good,high,'very high','very high','very high','very good',16,12
F,16,U,GT3,T,college,'high school','<15 min','2 to 5 hours',0,no,no,yes,yes,yes,yes,yes,'very bad',average,low,'very low','very low','very bad',10,12
F,16,U,GT3,T,elementary,elementary,'>1 hour','<2 hours',0,yes,yes,no,yes,yes,yes,yes,excellent,'very high','very high','very high','very high','very good',6,8
M,18,U,LE3,T,elementary,elementary,'15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,yes,average,average,low,'very low',low,average,4,10
F,17,U,GT3,T,'junior high',college,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,no,no,excellent,high,low,low,average,'very good',0,17
M,18,R,LE3,T,elementary,'junior high','30 min to 1 hr','<2 hours',0,no,yes,yes,yes,no,yes,yes,good,average,average,low,average,average,3,12
M,17,R,LE3,T,elementary,'junior high','<15 min','<2 hours',0,no,no,no,no,yes,no,no,bad,low,low,average,average,'very good',8,12
M,16,R,GT3,T,'high school','high school','<15 min','<2 hours',0,no,yes,no,yes,yes,yes,no,good,average,low,average,high,'very good',8,9
M,18,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,no,no,yes,yes,yes,no,good,average,average,low,low,average,3,12
F,16,U,GT3,T,'high school','high school','30 min to 1 hr','2 to 5 hours',0,yes,yes,no,yes,yes,no,no,excellent,average,low,'very low','very low',good,4,10
M,20,U,LE3,A,'junior high','junior high','<15 min','2 to 5 hours',2,no,yes,yes,no,yes,no,no,excellent,'very high',high,high,'very high',good,11,9
F,17,U,GT3,T,elementary,elementary,'<15 min','5 to 10 hours',0,no,yes,yes,no,yes,yes,no,good,average,average,'very low','very low',average,6,12
F,17,U,LE3,T,'high school','junior high','15 to 30 min','2 to 5 hours',0,no,no,yes,no,yes,yes,no,good,high,high,'very low',average,'very bad',2,15
F,17,U,LE3,T,'junior high','junior high','<15 min','10 hours',0,no,no,yes,yes,yes,yes,yes,average,high,'very low','very low','very low',bad,0,9
F,17,U,GT3,A,college,'high school','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,yes,excellent,low,low,'very low',low,'very good',23,13
F,18,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,high,high,average,average,'very good',2,11
M,15,U,GT3,T,college,'high school','15 to 30 min','10 hours',0,yes,yes,no,no,yes,yes,no,bad,low,low,'very low','very low',average,0,9
M,18,U,GT3,T,'high school','junior high','15 to 30 min','<2 hours',1,no,no,no,no,no,yes,no,good,high,'very high',low,high,'very good',0,8
F,17,R,LE3,T,'high school',elementary,'15 to 30 min','10 hours',0,no,yes,yes,no,yes,no,no,average,'very low',low,'very low','very low',average,6,18
M,19,U,GT3,T,college,college,'15 to 30 min','<2 hours',1,no,yes,yes,no,yes,yes,yes,good,average,high,'very low','very low',good,38,9
M,17,U,GT3,T,'junior high',elementary,'<15 min','<2 hours',3,no,yes,no,no,yes,yes,no,excellent,high,'very high','very low',low,'very good',0,0
F,17,U,LE3,T,'junior high',college,'<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,good,average,low,'very low','very low','very good',0,15
M,16,U,LE3,T,'junior high','junior high','15 to 30 min','<2 hours',2,no,yes,no,yes,yes,yes,no,bad,average,average,low,low,bad,8,9
F,15,R,GT3,T,'junior high',college,'<15 min','5 to 10 hours',0,yes,yes,yes,yes,yes,yes,no,good,average,low,'very low','very low','very good',2,9
F,18,R,GT3,T,'junior high','junior high','15 to 30 min','10 hours',0,no,no,no,yes,yes,no,no,good,high,high,'very low','very low',good,0,9
F,15,R,GT3,T,elementary,elementary,'<15 min','2 to 5 hours',2,yes,yes,no,no,yes,yes,yes,average,average,high,low,high,'very good',2,6
F,16,U,GT3,A,'high school',college,'<15 min','<2 hours',0,no,no,no,no,yes,yes,no,average,low,'very low','very low',high,'very good',16,11
M,15,U,GT3,T,college,none,'15 to 30 min','10 hours',0,no,no,no,yes,yes,yes,no,average,high,average,'very low','very low','very bad',8,11
F,15,U,GT3,T,elementary,elementary,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,average,low,low,average,good,2,10
M,16,U,GT3,T,'high school','high school','<15 min','2 to 5 hours',0,no,no,yes,yes,yes,yes,yes,good,low,average,'very low',low,average,2,13
F,15,U,GT3,T,'junior high','junior high','<15 min','10 hours',0,yes,yes,yes,no,yes,yes,no,excellent,'very low',low,'very low','very low',average,8,8
M,18,R,GT3,T,college,'junior high','15 to 30 min','<2 hours',1,no,no,yes,no,yes,no,no,excellent,high,average,high,average,average,14,5
F,17,U,GT3,T,'high school','high school','<15 min','5 to 10 hours',0,no,no,no,yes,yes,no,no,average,low,average,'very low','very low',good,4,9
F,17,U,GT3,T,college,'high school','<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,yes,good,high,average,'very low',average,good,0,15
F,18,R,GT3,T,'junior high',elementary,'15 to 30 min','2 to 5 hours',0,no,yes,no,no,no,yes,yes,good,average,'very high','very low',low,average,0,0
F,16,U,GT3,T,'junior high','junior high','<15 min','2 to 5 hours',1,yes,no,no,yes,yes,yes,no,average,'very low',low,'very low','very low','very good',6,13
F,15,U,GT3,T,elementary,elementary,'<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,high,low,'very low',low,'very good',0,11
F,18,U,GT3,T,'high school','high school','15 to 30 min','2 to 5 hours',0,no,yes,no,no,yes,yes,yes,good,average,low,'very low',average,average,0,11
F,19,U,GT3,T,'high school','high school','<15 min','10 hours',0,no,yes,yes,yes,yes,yes,no,good,average,average,'very low',low,average,10,8
M,19,U,GT3,T,'high school','junior high','<15 min','<2 hours',3,no,yes,no,no,no,yes,yes,good,'very high',high,'very low','very low',good,0,0
M,18,U,GT3,T,college,'high school','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,average,low,'very low','very low',average,2,8
M,18,U,LE3,A,college,college,'<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,excellent,high,average,'very low','very low',bad,9,13
F,15,U,GT3,T,elementary,'junior high','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,average,low,'very low','very low','very good',2,11
M,17,R,GT3,T,'junior high',elementary,'<15 min','<2 hours',0,no,no,no,no,yes,yes,no,good,high,low,low,high,'very good',0,12
F,17,U,GT3,T,'high school','junior high','<15 min','10 hours',0,no,yes,yes,yes,yes,yes,no,excellent,low,low,'very low',low,'very good',0,17
F,18,U,GT3,T,'junior high','junior high','<15 min','5 to 10 hours',0,no,yes,yes,no,yes,yes,no,good,average,average,'very low',low,bad,5,18
M,17,U,LE3,T,'high school',elementary,'15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,no,bad,high,'very high',average,high,bad,3,16
M,16,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,good,low,high,low,high,'very bad',2,13
F,18,U,LE3,T,elementary,elementary,'15 to 30 min','2 to 5 hours',0,no,yes,yes,no,yes,no,no,good,high,average,'very low','very low',average,2,11
M,15,U,LE3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',0,no,no,yes,yes,yes,yes,no,excellent,average,average,'very low',average,good,4,15
M,16,U,LE3,T,'junior high',elementary,'<15 min','<2 hours',1,no,no,no,yes,yes,no,yes,good,high,high,average,'very high','very good',6,13
M,17,U,GT3,T,'high school','high school','15 to 30 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,'very high',high,low,average,average,2,13
M,16,U,GT3,T,'high school','high school','30 min to 1 hr','2 to 5 hours',0,yes,yes,no,no,yes,yes,no,excellent,average,average,'very low',average,bad,6,10
M,17,U,LE3,T,elementary,elementary,'15 to 30 min','<2 hours',1,no,yes,no,yes,yes,yes,no,good,high,high,'very low',low,'very good',2,9
F,16,U,LE3,T,college,'high school','30 min to 1 hr','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,excellent,high,average,'very low',low,'very bad',2,15
F,16,U,LE3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,yes,no,no,yes,no,no,good,average,high,'very low',low,bad,4,7
M,16,U,GT3,T,'junior high','high school','15 to 30 min','<2 hours',0,no,no,no,no,yes,yes,no,excellent,average,average,'very low','very low',average,0,14
F,17,U,GT3,A,college,college,'15 to 30 min','2 to 5 hours',0,yes,yes,no,no,yes,no,no,good,'very low',high,'very low','very low','very bad',6,5
F,16,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,no,average,low,average,'very low',low,bad,6,14
M,15,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,no,no,average,low,low,'very low','very low','very good',4,15
F,18,U,GT3,T,'junior high',college,'<15 min','2 to 5 hours',1,no,yes,yes,yes,yes,yes,no,good,high,average,'very low','very low',average,8,12
F,17,U,GT3,T,'high school',college,'<15 min','5 to 10 hours',1,no,yes,yes,no,yes,yes,yes,good,high,average,average,high,'very good',28,9
M,15,U,GT3,T,college,college,'<15 min','<2 hours',0,no,yes,no,yes,yes,yes,no,excellent,average,average,'very low','very low','very good',4,13
F,18,U,GT3,T,college,college,'<15 min','2 to 5 hours',1,yes,yes,no,yes,yes,yes,yes,bad,high,high,'very low','very low',good,15,8
F,16,U,GT3,T,'high school','high school','<15 min','5 to 10 hours',0,no,yes,yes,no,yes,yes,yes,good,average,average,'very low',average,good,0,7
M,17,R,GT3,T,elementary,'high school','30 min to 1 hr','2 to 5 hours',1,no,yes,no,yes,yes,yes,no,excellent,low,high,'very low',high,'very good',20,7
F,17,R,GT3,T,elementary,'junior high','<15 min','<2 hours',0,no,no,no,yes,yes,yes,no,average,'very high','very high','very low',average,'very bad',14,5
F,15,R,GT3,T,'junior high','junior high','<15 min','<2 hours',0,yes,yes,yes,yes,yes,no,no,good,average,'very low','very low','very low',bad,8,13
M,15,U,GT3,A,'high school',college,'<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,excellent,high,high,'very low','very low','very bad',0,18
F,17,R,GT3,T,elementary,elementary,'30 min to 1 hr','<2 hours',1,no,yes,yes,no,yes,yes,yes,excellent,low,'very low','very low',low,'very bad',0,6
M,16,U,LE3,A,college,college,'<15 min','2 to 5 hours',0,no,yes,no,no,yes,no,no,good,'very low',average,average,'very high','very good',18,6
M,15,R,GT3,T,'junior high',elementary,'<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,yes,excellent,high,low,'very low','very low','very good',8,9
M,17,U,LE3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,no,good,high,high,'very low',average,'very good',0,11
M,18,R,LE3,T,'high school','junior high','30 min to 1 hr','<2 hours',0,no,no,no,no,yes,yes,no,good,high,'very low',average,high,'very good',0,12
M,16,U,LE3,T,elementary,elementary,'<15 min','2 to 5 hours',1,no,no,no,no,yes,no,yes,good,high,high,'very low',average,'very good',0,12
F,18,R,LE3,A,elementary,college,'30 min to 1 hr','2 to 5 hours',0,no,no,no,no,yes,no,yes,good,average,high,'very low',high,'very good',0,13
F,18,U,LE3,A,college,college,'<15 min','2 to 5 hours',0,no,yes,no,no,yes,yes,yes,good,low,high,'very low','very low',good,14,10
M,15,U,LE3,T,college,'junior high','<15 min','<2 hours',0,no,no,no,no,yes,yes,no,average,'very high',low,'very low','very low',average,10,19
M,15,R,GT3,T,'high school','junior high','15 to 30 min','2 to 5 hours',2,yes,yes,no,no,yes,yes,yes,good,high,high,'very low',high,average,6,9
M,18,U,GT3,T,college,'junior high','<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,yes,good,average,low,'very low',high,'very good',11,11
F,16,U,GT3,T,elementary,'high school','<15 min','2 to 5 hours',3,no,no,no,yes,yes,yes,yes,good,average,'very high','very low','very low',average,0,7
M,15,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,yes,no,good,average,average,'very low','very low','very good',2,18
M,18,U,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,no,yes,yes,yes,yes,no,average,low,high,'very low',high,bad,4,14
F,18,R,GT3,A,'high school','junior high','15 to 30 min','2 to 5 hours',0,no,no,no,no,no,yes,yes,good,'very low','very low','very low','very low','very good',75,9
F,17,R,GT3,T,elementary,'junior high','15 to 30 min','2 to 5 hours',0,no,no,no,no,yes,no,no,average,low,low,'very low',low,average,0,11
M,15,R,GT3,T,college,college,'>1 hour','10 hours',0,no,yes,yes,yes,yes,yes,yes,'very bad',average,'very high',average,'very high','very bad',6,13
F,16,U,GT3,T,'junior high','junior high','<15 min','2 to 5 hours',0,no,no,yes,no,yes,yes,yes,excellent,high,high,'very low','very low','very good',0,7
F,17,R,GT3,A,'high school','junior high','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,good,average,average,low,average,bad,4,10
F,18,R,GT3,T,elementary,elementary,'>1 hour','5 to 10 hours',0,no,no,no,no,yes,yes,no,good,average,low,'very low',low,good,2,8
M,15,U,GT3,T,'junior high','junior high','<15 min','<2 hours',0,no,yes,yes,no,yes,yes,no,good,low,low,'very low',low,'very good',2,12
M,19,U,GT3,T,elementary,'junior high','<15 min','2 to 5 hours',1,no,no,no,no,yes,yes,no,good,'very high',low,low,low,good,3,11
F,17,U,GT3,T,college,college,'<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,no,excellent,high,high,'very low',average,good,7,9
M,18,U,GT3,T,'junior high',elementary,'<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,excellent,low,high,'very low',low,good,8,14
F,19,U,GT3,T,none,elementary,'<15 min','2 to 5 hours',3,no,yes,no,no,no,no,no,average,high,low,'very low','very low','very good',2,8
M,16,U,LE3,T,college,'high school','<15 min','<2 hours',0,no,no,no,yes,yes,yes,no,excellent,high,'very high','very low','very low',average,0,0
M,18,U,LE3,T,elementary,elementary,'<15 min','<2 hours',3,no,no,no,no,no,yes,yes,bad,average,'very high',low,'very high',good,0,5
F,15,R,LE3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',0,yes,yes,yes,no,yes,yes,no,good,'very low',average,'very low',average,good,2,9
M,17,U,LE3,T,'junior high','high school','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,no,excellent,average,average,'very low',average,average,2,11
M,16,U,GT3,T,'high school',elementary,'<15 min','<2 hours',0,no,no,no,yes,yes,no,no,excellent,average,low,low,low,'very good',2,12
F,17,U,GT3,T,'junior high','junior high','<15 min','5 to 10 hours',0,no,no,no,yes,yes,no,yes,average,high,average,'very low','very low',average,8,11
F,18,U,GT3,T,'junior high','junior high','<15 min','5 to 10 hours',0,no,yes,yes,yes,yes,yes,yes,good,average,average,'very low','very low',average,0,10
M,18,U,LE3,T,college,'high school','15 to 30 min','<2 hours',0,no,no,yes,yes,yes,yes,no,good,low,average,'very low',low,'very bad',8,11
F,16,U,GT3,T,college,'junior high','<15 min','2 to 5 hours',0,no,no,yes,no,yes,yes,yes,good,low,average,'very low','very low',average,0,15
M,16,U,GT3,T,'high school','junior high','15 to 30 min','<2 hours',1,no,yes,no,yes,no,no,no,good,'very high',low,'very low','very low',bad,16,11
F,18,R,GT3,T,'junior high','junior high','15 to 30 min','5 to 10 hours',0,no,no,yes,no,yes,no,no,excellent,average,average,'very low',average,good,2,9
F,16,U,LE3,T,'junior high',college,'15 to 30 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,yes,good,low,low,'very low',low,'very good',2,13
M,19,R,GT3,T,elementary,elementary,'15 to 30 min','<2 hours',1,no,no,no,no,yes,no,no,good,average,low,'very low',average,'very good',0,5
M,17,U,GT3,T,'junior high',elementary,'15 to 30 min','<2 hours',3,yes,yes,no,yes,no,yes,no,good,'very high','very low','very low','very low',average,2,8
M,16,U,GT3,T,'high school',elementary,'15 to 30 min','10 hours',0,no,yes,yes,no,yes,yes,no,good,average,low,'very low','very low','very good',0,15
F,15,U,LE3,A,'high school','high school','<15 min','<2 hours',0,no,no,yes,no,yes,yes,no,excellent,average,high,high,high,'very bad',6,13
F,17,U,GT3,T,college,college,'<15 min','<2 hours',0,yes,yes,no,no,yes,no,yes,good,low,'very low','very low','very low',good,0,11
F,17,U,LE3,T,'junior high','junior high','<15 min','<2 hours',0,no,yes,no,no,yes,yes,yes,average,high,high,'very low',average,'very good',12,13
M,18,U,GT3,T,college,'junior high','<15 min','2 to 5 hours',0,no,yes,yes,yes,yes,yes,yes,excellent,high,'very high','very low',average,'very good',10,9
F,16,U,LE3,T,'junior high','junior high','15 to 30 min','2 to 5 hours',1,no,yes,no,yes,yes,yes,yes,average,average,average,'very low',low,average,25,10
M,15,U,LE3,A,college,college,'<15 min','<2 hours',0,no,no,no,yes,yes,yes,no,excellent,'very high',average,'very low','very low',good,6,19
F,16,U,GT3,A,'junior high','junior high','<15 min','2 to 5 hours',0,yes,yes,yes,no,yes,yes,no,average,average,high,'very low','very low',good,0,13
F,15,U,GT3,A,'high school','high school','<15 min','10 hours',0,yes,no,no,no,yes,no,no,good,average,average,'very low','very low',good,10,11
M,16,U,LE3,T,college,'junior high','<15 min','2 to 5 hours',0,no,no,no,yes,yes,yes,no,good,'very high','very low','very low',average,'very good',2,15
M,16,R,GT3,A,college,college,'15 to 30 min','5 to 10 hours',0,no,yes,no,yes,yes,yes,yes,bad,high,average,'very low','very low','very good',7,16
F,18,U,GT3,T,college,'high school','<15 min','2 to 5 hours',0,no,yes,yes,no,yes,yes,yes,average,'very low',low,'very low',average,bad,21,18
F,16,R,GT3,T,college,college,'<15 min','2 to 5 hours',0,no,yes,no,yes,yes,no,no,bad,high,high,low,average,good,6,11
M,18,R,LE3,T,'high school','high school','<15 min','2 to 5 hours',1,no,yes,no,no,yes,yes,yes,good,average,average,'very low',average,'very good',8,5
F,18,U,GT3,T,'high school','high school','<15 min','2 to 5 hours',0,no,no,yes,no,yes,yes,yes,good,'very low',average,'very low',low,'very bad',0,15
F,17,U,GT3,T,'high school',elementary,'<15 min','5 to 10 hours',0,no,yes,no,no,yes,yes,no,average,high,average,low,average,'very good',1,14
M,15,U,GT3,T,college,'junior high','<15 min','10 hours',0,no,no,no,no,yes,yes,no,average,average,average,'very low','very low',average,0,10
