school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G
GP,M,16,R,GT3,T,Junior High,Junior High,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,C,D,D
GP,M,16,U,GT3,T,Secondary,Secondary,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,D,D,F
GP,M,16,U,LE3,T,Primary,Junior High,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,F,F,D
GP,M,17,R,LE3,T,Junior High,Primary,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,F,F,F
GP,M,17,R,GT3,T,Secondary,Junior High,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,F,F,F
GP,M,15,U,LE3,T,Primary,Junior High,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,F,F,D
GP,M,16,U,GT3,T,Primary,Secondary,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,F,F,F
GP,M,17,R,LE3,T,Primary,Primary,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,F,F,F
GP,M,17,U,GT3,T,Secondary,Junior High,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,F,F,F
GP,M,16,U,GT3,T,Junior High,Junior High,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,F,D,D
GP,F,16,U,GT3,T,Higher,Junior High,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,A,A,A
GP,F,16,U,GT3,T,Junior High,Junior High,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,C,C,C
GP,F,16,U,GT3,T,Higher,Higher,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,A,A,A
GP,M,16,U,GT3,T,Secondary,Higher,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,F,F,D
GP,M,16,U,GT3,T,Primary,None,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,A,A,A
GP,M,17,U,LE3,T,Higher,Higher,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,D,F,D
GP,F,16,U,GT3,T,Primary,Secondary,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,B,C,C
GP,F,16,U,LE3,T,Secondary,Secondary,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,B,B,B
GP,M,17,U,LE3,T,Higher,Secondary,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,D,D,D
GP,F,16,U,GT3,T,Junior High,Junior High,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,C,C,B
GP,M,17,U,GT3,T,Secondary,Secondary,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,D,F,D
GP,M,16,R,GT3,T,Higher,Junior High,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,D,F,D
GP,M,17,U,GT3,T,Higher,Secondary,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,D,D,C
GP,M,16,U,GT3,T,Higher,Secondary,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,D,D,D
GP,M,16,U,GT3,T,Secondary,Secondary,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,D,C,C
GP,F,17,U,GT3,T,Junior High,Higher,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,A,A,A
GP,F,17,U,LE3,T,Secondary,Secondary,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,B,C,B
GP,F,16,U,GT3,T,Secondary,Junior High,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,B,B,A
GP,M,17,U,GT3,T,Secondary,Secondary,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,D,C,B
GP,M,16,U,GT3,T,Primary,Junior High,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,D,F,D
GP,M,16,U,LE3,T,Junior High,Primary,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,C,B,A
GP,F,17,U,GT3,A,Secondary,Secondary,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,C,C,B
GP,M,17,R,GT3,T,Primary,Junior High,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,F,F,D
GP,F,16,U,GT3,T,Junior High,Secondary,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,C,C,C
GP,F,17,U,GT3,T,Primary,Primary,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,C,D,C
GP,M,17,U,GT3,T,Primary,Junior High,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,D,D,C
GP,M,16,R,GT3,T,Secondary,Secondary,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,D,D,D
GP,M,16,U,GT3,T,Junior High,Secondary,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,C,C,C
GP,F,17,U,LE3,T,Junior High,Higher,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,B,B,A
GP,M,17,U,GT3,T,Higher,Higher,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,C,C,B
GP,M,16,R,LE3,T,Secondary,Secondary,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,D,D,C
GP,F,17,U,GT3,T,Higher,Higher,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,B,B,A
GP,F,16,U,LE3,T,Higher,Higher,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,D,D,D
GP,F,16,U,GT3,T,Higher,Secondary,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,B,B,B
GP,F,16,U,GT3,T,Junior High,Secondary,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,D,C,C
GP,F,17,U,GT3,T,Primary,Primary,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,B,B,B
GP,F,17,R,GT3,T,Junior High,Junior High,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,C,C,C
GP,F,16,R,GT3,T,Junior High,Junior High,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,C,C,C
GP,F,17,U,GT3,T,Secondary,Higher,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,F,F,F
GP,F,16,U,GT3,A,Secondary,Primary,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,D,D,C
GP,F,16,U,GT3,T,Higher,Secondary,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,B,B,B
GP,F,16,U,GT3,T,Primary,Primary,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,C,C,C
GP,F,17,R,GT3,T,Higher,Secondary,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,D,C,C
GP,F,19,U,GT3,T,Secondary,Secondary,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,C,C,C
GP,M,17,U,LE3,T,Higher,Higher,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,C,C,C
GP,F,16,U,GT3,A,Junior High,Junior High,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,C,C,C
GP,M,18,U,GT3,T,Junior High,Junior High,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,C,D,D
GP,F,17,R,LE3,T,Higher,Higher,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,C,D,D
GP,F,17,U,LE3,T,Secondary,Junior High,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,B,A,B
GP,F,17,U,GT3,T,Higher,Secondary,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,D,F,D
GP,M,18,U,LE3,T,Secondary,Secondary,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,D,D,D
GP,F,17,U,GT3,T,Junior High,Secondary,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,C,C,C
GP,F,17,U,GT3,T,Junior High,Junior High,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,C,C,C
GP,F,17,R,GT3,T,Junior High,Primary,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,D,D,D
GP,F,17,U,GT3,T,Primary,Primary,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,C,C,C
GP,F,16,U,GT3,T,Junior High,Secondary,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,C,C,B
GP,M,18,U,GT3,T,Junior High,Junior High,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,D,F,D
GP,F,16,U,GT3,T,Higher,Higher,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,B,A,A
GP,F,18,R,GT3,T,Secondary,Primary,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,F,F,F
GP,F,17,U,GT3,T,Secondary,Junior High,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,A,A,A
GP,M,17,U,LE3,T,Junior High,Secondary,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,D,D,D
GP,M,18,U,LE3,T,Junior High,Primary,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,F,D,D
GP,F,17,U,GT3,A,Junior High,Primary,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,B,B,A
GP,F,17,U,LE3,T,Higher,Secondary,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,B,C,C
GP,M,17,R,GT3,T,Junior High,Junior High,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,C,C,C
GP,M,17,U,GT3,T,Higher,Higher,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,C,C,C
GP,M,16,U,GT3,T,Higher,Higher,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,C,C,B
GP,M,16,U,LE3,T,Primary,Primary,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,F,F,F
GP,M,16,U,GT3,T,Secondary,Junior High,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,C,C,C
GP,M,17,U,LE3,T,Junior High,Junior High,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,A,A,A
GP,F,16,U,GT3,T,Junior High,Primary,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,F,D,D
GP,F,16,U,GT3,A,Higher,Primary,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,B,C,C
GP,F,18,U,LE3,A,Junior High,Higher,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,D,D,D
GP,F,18,U,LE3,T,Junior High,Junior High,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,F,F,D
GP,F,18,U,GT3,T,Secondary,Secondary,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,F,F,F
GP,M,18,U,GT3,T,Junior High,Junior High,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,F,F,F
GP,M,17,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,D,F,F
GP,F,17,U,GT3,T,Secondary,Junior High,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,B,B,B
GP,F,17,U,LE3,T,Primary,Primary,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,D,D,D
GP,F,16,U,GT3,T,Primary,Junior High,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,C,D,D
GP,F,17,R,GT3,T,Junior High,Primary,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,C,C,C
GP,F,17,R,LE3,A,Primary,Higher,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,F,F,F
GP,M,18,U,GT3,T,Junior High,Junior High,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,F,F,F
GP,F,17,U,LE3,A,Junior High,Junior High,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,D,F,D
GP,F,17,R,LE3,T,Primary,Primary,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,B,B,B
GP,F,17,U,LE3,A,Higher,Junior High,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,B,B,B
GP,M,17,U,LE3,T,Higher,Secondary,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,B,B,B
GP,M,17,R,LE3,A,Higher,Higher,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,C,C,C
GP,M,16,U,LE3,T,Higher,Secondary,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,B,B,B
GP,M,16,U,GT3,T,Higher,Higher,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,B,B,B
GP,F,17,U,GT3,T,Higher,Higher,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,D,D,C
GP,M,17,R,GT3,T,Primary,Primary,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,C,B,B
GP,F,17,U,GT3,T,Secondary,Secondary,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,D,D,D
GP,F,17,U,GT3,T,Primary,Primary,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,D,F,D
GP,F,18,U,GT3,T,Junior High,Primary,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,C,D,D
GP,M,16,U,GT3,T,Junior High,Primary,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,B,A,A
GP,F,17,U,GT3,T,Primary,Primary,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,D,D,D
GP,M,17,U,GT3,T,Junior High,Secondary,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,F,C,C
GP,M,22,U,GT3,T,Secondary,Primary,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,F,F,F
GP,M,18,R,LE3,T,Secondary,Secondary,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,D,F,D
GP,M,16,U,GT3,T,None,Junior High,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,D,C,D
GP,M,18,U,GT3,T,Secondary,Junior High,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,F,F,F
GP,M,16,U,GT3,T,Secondary,Secondary,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,F,D,D
GP,M,18,U,GT3,T,Junior High,Primary,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,F,F,F
GP,M,16,R,GT3,T,Junior High,Primary,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,B,C,C
GP,M,17,R,GT3,T,Junior High,Primary,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,C,C,C
GP,M,17,U,LE3,T,Primary,Primary,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,F,D,D
GP,F,18,U,LE3,A,Junior High,Primary,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,C,C,C
GP,F,17,U,LE3,T,Higher,Junior High,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,B,B,A
GP,F,19,U,GT3,T,Junior High,Junior High,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,D,D,D
GP,M,18,U,LE3,T,Junior High,Primary,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,D,D,D
GP,F,17,R,GT3,T,Higher,Junior High,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,D,C,B
GP,F,18,U,LE3,T,Primary,Primary,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,D,C,B
GP,F,18,R,GT3,T,Junior High,Junior High,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,D,D,C
GP,M,19,U,LE3,A,Higher,Secondary,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,D,C,B
GP,M,18,U,GT3,T,Junior High,Primary,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,A,A,A
GP,M,17,R,GT3,T,Junior High,Junior High,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,F,D,D
GP,F,17,U,LE3,T,Junior High,Junior High,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,D,D,C
GP,F,20,R,GT3,T,Junior High,Primary,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,D,C,C
GP,F,18,U,GT3,T,Higher,Secondary,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,B,B,B
GP,M,18,U,GT3,T,Higher,Secondary,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,D,D,D
GP,M,18,R,GT3,T,Secondary,Junior High,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,D,D,C
GP,F,17,U,GT3,T,Secondary,Secondary,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,B,C,C
GP,F,18,U,GT3,T,Junior High,Junior High,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,D,C,C
GP,M,17,U,GT3,T,Junior High,Junior High,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,F,F,F
GP,M,18,R,LE3,A,Secondary,Higher,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,B,A,A
GP,M,17,U,GT3,T,Secondary,Primary,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,D,D,B
GP,F,18,R,GT3,T,Higher,Higher,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,D,D,C
GP,M,18,U,GT3,T,Higher,Junior High,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,D,C,B
GP,F,18,R,GT3,T,Junior High,Primary,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,F,F,D
GP,F,19,U,GT3,T,Secondary,Secondary,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,D,C,C
GP,F,18,U,GT3,T,Junior High,Secondary,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,A,A,A
GP,F,18,U,LE3,T,Primary,Primary,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,C,C,C
GP,M,17,R,GT3,T,Primary,Junior High,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,A,A,A
GP,F,18,U,GT3,T,Junior High,Primary,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,B,B,B
GP,F,17,U,GT3,T,Junior High,Higher,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,B,A,A
GP,F,17,U,LE3,T,Junior High,Junior High,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,C,C,C
GP,F,18,R,GT3,A,Secondary,Junior High,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,C,F,D
GP,M,18,U,GT3,T,Higher,Higher,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,D,C,C
GP,F,18,U,GT3,T,Higher,Higher,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,B,C,C
GP,F,17,U,GT3,T,Junior High,Junior High,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,C,B,B
GP,F,19,R,GT3,T,Secondary,Junior High,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,F,F,D
GP,M,18,U,LE3,T,Higher,Secondary,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,D,D,D
GP,M,18,U,GT3,T,Primary,Junior High,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,D,D,D
GP,M,17,U,LE3,A,Higher,Primary,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,D,D,D
GP,M,17,U,LE3,A,Secondary,Junior High,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,C,C,C
GP,F,18,R,LE3,T,Primary,Primary,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,A,A,A
GP,F,18,U,GT3,T,Primary,Primary,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,C,C,C
GP,F,17,U,GT3,T,Junior High,Junior High,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,C,C,B
GP,F,18,U,GT3,T,Junior High,Primary,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,C,C,B
GP,M,17,U,GT3,T,Primary,Primary,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,C,C,C
GP,F,18,U,GT3,T,Junior High,Junior High,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,A,A,A
GP,F,17,U,GT3,T,Primary,Primary,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,C,C,B
GP,M,18,U,GT3,T,Junior High,Primary,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,B,B,B
GP,M,18,U,LE3,A,Higher,Higher,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,A,A,A
GP,M,18,U,GT3,T,Higher,Junior High,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,B,A,A
GP,F,17,U,GT3,T,Higher,Secondary,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,A,A,A
GP,F,17,R,LE3,T,Secondary,Primary,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,A,A,A
GP,M,18,R,LE3,T,Secondary,Junior High,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,B,B,B
GP,M,17,U,GT3,T,Secondary,Secondary,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,B,B,B
GP,F,19,U,GT3,T,Higher,Higher,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,B,C,C
GP,F,18,U,LE3,T,Higher,Secondary,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,C,B,B
